	title	link	source	salary_min	salary_max
654	Бизнес-аналитик (отчетность DWH)	https://spb.hh.ru/vacancy/48958563	hh.ru		
655	Маркетолог-аналитик	https://spb.hh.ru/vacancy/50810462	hh.ru		
656	Аналитик по прогнозированию спроса	https://spb.hh.ru/vacancy/49488467	hh.ru		
657	Аналитик	https://spb.hh.ru/vacancy/50467563	hh.ru		
658	Экономист-аналитик	https://spb.hh.ru/vacancy/51800808	hh.ru	30000	
659	Аналітик даних	https://spb.hh.ru/vacancy/51368450	hh.ru		
660	Главный специалист операционной аналитики	https://spb.hh.ru/vacancy/50750982	hh.ru		47200
661	Аналитик	https://spb.hh.ru/vacancy/50720010	hh.ru	120000	
662	Экономист-аналитик	https://spb.hh.ru/vacancy/51263702	hh.ru	60000	
663	Ведущий BI аналитик/разработчик	https://spb.hh.ru/vacancy/50960830	hh.ru		
664	Web аналитик	https://spb.hh.ru/vacancy/51285989	hh.ru		
665	Бизнес-аналитик	https://spb.hh.ru/vacancy/51692442	hh.ru		
666	Аналитик 1С	https://spb.hh.ru/vacancy/48334932	hh.ru		
667	Аналитик (Digital)	https://spb.hh.ru/vacancy/51007382	hh.ru		
668	Аналитик	https://spb.hh.ru/vacancy/51006215	hh.ru		
669	Бизнес-аналитик	https://spb.hh.ru/vacancy/48202847	hh.ru		
670	Бизнес-аналитик	https://spb.hh.ru/vacancy/49937510	hh.ru		
671	Аналитик	https://spb.hh.ru/vacancy/49150144	hh.ru		
672	Бизнес-аналитик MES	https://spb.hh.ru/vacancy/51712786	hh.ru		
673	Аналитик	https://spb.hh.ru/vacancy/50720003	hh.ru	120000	
674	Аналитик (отдел анализа данных)	https://spb.hh.ru/vacancy/51489245	hh.ru		
675	Финансовый менеджер/ Аналитик	https://spb.hh.ru/vacancy/51181416	hh.ru		
676	Бизнес-аналитик	https://spb.hh.ru/vacancy/45711612	hh.ru		
677	HR-аналитик	https://spb.hh.ru/vacancy/51713560	hh.ru		
678	Финансовый аналитик	https://spb.hh.ru/vacancy/51624750	hh.ru		70000
679	Аналитик данных	https://spb.hh.ru/vacancy/49947744	hh.ru	30000	
680	Аналитик данных	https://spb.hh.ru/vacancy/50307623	hh.ru		
681	Аналитик-маркетолог	https://spb.hh.ru/vacancy/50420686	hh.ru	35000	
682	Экономист-аналитик	https://spb.hh.ru/vacancy/44782911	hh.ru		
683	Аналитик	https://spb.hh.ru/vacancy/50958050	hh.ru		80000
684	Финансовый аналитик	https://spb.hh.ru/vacancy/50977941	hh.ru		
685	Аналитик	https://spb.hh.ru/vacancy/51280053	hh.ru		
686	Аналитик Спроса (Маркетплейсы)	https://spb.hh.ru/vacancy/50941669	hh.ru		
687	Специалист-аналитик	https://spb.hh.ru/vacancy/50758245	hh.ru	30000	
688	Ведущий бизнес-аналитик (методолог)	https://spb.hh.ru/vacancy/50666538	hh.ru		
689	Аналитик по ценообразованию	https://spb.hh.ru/vacancy/50343994	hh.ru		
690	Маркетолог-аналитик	https://spb.hh.ru/vacancy/50377476	hh.ru	90000	
691	Ассистент системного аналитика	https://spb.hh.ru/vacancy/50099386	hh.ru		
692	Аналитик	https://spb.hh.ru/vacancy/51796389	hh.ru		45000
693	Аналитик	https://spb.hh.ru/vacancy/50490184	hh.ru		
694	Экономист-аналитик	https://spb.hh.ru/vacancy/50953748	hh.ru	70000	
695	Маркетолог-аналитик	https://spb.hh.ru/vacancy/48649379	hh.ru		
696	Аналитик маркетплейсов	https://spb.hh.ru/vacancy/50614727	hh.ru		
697	Младший аналитик СЭД	https://spb.hh.ru/vacancy/49740780	hh.ru		
698	Финансовый аналитик	https://spb.hh.ru/vacancy/50869175	hh.ru		
699	Аналитик	https://spb.hh.ru/vacancy/50981647	hh.ru		
700	Экономист-аналитик	https://spb.hh.ru/vacancy/51646167	hh.ru		
701	Веб-аналитик/Web-аналитик	https://spb.hh.ru/vacancy/50342877	hh.ru		
702	Аналитик	https://spb.hh.ru/vacancy/50883015	hh.ru	55000	
703	Аналитик Private Equity / аналитик частных компаний / аналитик американского рынка частного капитала	https://spb.hh.ru/vacancy/51033685	hh.ru		
704	Маркетинговый Web аналитик	https://spb.hh.ru/vacancy/50495937	hh.ru		
705	Аналитик 1C	https://spb.hh.ru/vacancy/51078107	hh.ru		
706	Бизнес/системный аналитик	https://spb.hh.ru/vacancy/50774116	hh.ru		120000
707	Аналитик 1С	https://spb.hh.ru/vacancy/51526746	hh.ru		130000
708	Системный аналитик	https://spb.hh.ru/vacancy/50211605	hh.ru		
709	Аналитик\Менеджер в Управление качеством	https://spb.hh.ru/vacancy/48799583	hh.ru		
710	Аналитик	https://spb.hh.ru/vacancy/37237822	hh.ru	50000	
711	Product Manager	https://spb.hh.ru/vacancy/50860060	hh.ru	250000	
712	Бизнес-аналитик со знанием SQL	https://spb.hh.ru/vacancy/48640515	hh.ru		
713	Аналитик	https://spb.hh.ru/vacancy/51267735	hh.ru		
714	Бизнес - аналитик	https://spb.hh.ru/vacancy/51401859	hh.ru		
715	Аналитик в транспортную компанию	https://spb.hh.ru/vacancy/51186286	hh.ru	55000	
716	Старший продуктовый аналитик	https://spb.hh.ru/vacancy/50569191	hh.ru		
717	Маркетолог-аналитик	https://spb.hh.ru/vacancy/51705859	hh.ru	55000	
718	Аналитик отдела продаж	https://spb.hh.ru/vacancy/51496791	hh.ru		
719	Бизнес-аналитик	https://spb.hh.ru/vacancy/48376893	hh.ru		
720	Аналитик в отдел исследований (Fintech)	https://spb.hh.ru/vacancy/51602482	hh.ru		
721	Аналитик логистических процессов	https://spb.hh.ru/vacancy/50657126	hh.ru		
722	Аналитик-консультант 1С (удаленно)	https://spb.hh.ru/vacancy/51358444	hh.ru	80000	
723	Бизнес-аналитик	https://spb.hh.ru/vacancy/51731089	hh.ru		
724	Экономист-аналитик	https://spb.hh.ru/vacancy/51605317	hh.ru	35000	
725	Маркетолог-аналитик	https://spb.hh.ru/vacancy/50987279	hh.ru		
726	Бизнес-аналитик	https://spb.hh.ru/vacancy/50822327	hh.ru		
727	Аналитик	https://spb.hh.ru/vacancy/47330191	hh.ru	80000	
728	Бизнес-аналитик	https://spb.hh.ru/vacancy/50859860	hh.ru		
729	Аналитик (digital маркетинг)	https://spb.hh.ru/vacancy/50947165	hh.ru		
730	Системный аналитик	https://spb.hh.ru/vacancy/50462395	hh.ru	100000	
731	"Бизнес-аналитик на направление ""Административно-хозяйственная деятельность"""	https://spb.hh.ru/vacancy/50461695	hh.ru		
732	Системный аналитик (Товародвижение)	https://spb.hh.ru/vacancy/50909137	hh.ru		
733	Маркетолог-аналитик	https://spb.hh.ru/vacancy/51655270	hh.ru	50000	
734	Стажер-аналитик WFM (Workforce Management)	https://spb.hh.ru/vacancy/51501612	hh.ru		
735	Ведущий аналитик	https://spb.hh.ru/vacancy/49358160	hh.ru		
736	Экономист-аналитик	https://spb.hh.ru/vacancy/50378323	hh.ru		
737	Бизнес-аналитик / Менеджер проектов	https://spb.hh.ru/vacancy/51047904	hh.ru	50000	
738	Аналитик	https://spb.hh.ru/vacancy/48773236	hh.ru		
739	Веб-аналитик/Web-аналитик	https://spb.hh.ru/vacancy/49370582	hh.ru		
740	Аналитик 1С	https://spb.hh.ru/vacancy/51482683	hh.ru		
741	Младший аналитик данных (junior data analyst)	https://spb.hh.ru/vacancy/49504446	hh.ru		40000
742	Аналитик данных	https://spb.hh.ru/vacancy/50129391	hh.ru		
743	Аналитик BI	https://spb.hh.ru/vacancy/50615830	hh.ru		
744	Ассистент системного аналитика	https://spb.hh.ru/vacancy/50099386	hh.ru		
745	Маркетолог-аналитик	https://spb.hh.ru/vacancy/50480621	hh.ru		
746	Аналитик	https://spb.hh.ru/vacancy/51037154	hh.ru		
747	Бизнес-аналитик	https://spb.hh.ru/vacancy/49041104	hh.ru		
748	Аналитик актуарного отдела	https://spb.hh.ru/vacancy/49197616	hh.ru		
749	Бизнес аналитик/Проектный менеджер	https://spb.hh.ru/vacancy/50756046	hh.ru		
750	Business Analyst / Бизнес аналитик	https://spb.hh.ru/vacancy/51025156	hh.ru		
751	Аналитик CRM	https://spb.hh.ru/vacancy/51652613	hh.ru		
752	Ведущий аналитик	https://spb.hh.ru/vacancy/51795169	hh.ru		
753	Аналитик товаров на маркетплейс	https://spb.hh.ru/vacancy/51490411	hh.ru		100000
754	Системный аналитик	https://spb.hh.ru/vacancy/51008298	hh.ru	100000	
755	Бизнес-аналитик	https://spb.hh.ru/vacancy/51353823	hh.ru		
756	Маркетолог-аналитик	https://spb.hh.ru/vacancy/50977733	hh.ru		
757	Бизнес-аналитик	https://spb.hh.ru/vacancy/48870883	hh.ru	50000	
758	Системный аналитик	https://spb.hh.ru/vacancy/51495860	hh.ru		
759	Старший аналитик	https://spb.hh.ru/vacancy/51468698	hh.ru	150000	
760	Бизнес-аналитик в Центр компетенций (банковская сфера)	https://spb.hh.ru/vacancy/50978051	hh.ru		
761	Аналитик по планированию	https://spb.hh.ru/vacancy/51483712	hh.ru	30000	
762	Бизнес-аналитик	https://spb.hh.ru/vacancy/51492271	hh.ru		
763	Бизнес-аналитик	https://spb.hh.ru/vacancy/49999710	hh.ru	65000	
764	Аналитик (системный/бизнес-аналитик)	https://spb.hh.ru/vacancy/51030639	hh.ru		
765	Ведущий финансовый аналитик	https://spb.hh.ru/vacancy/51793350	hh.ru		
766	Аналитик BI	https://spb.hh.ru/vacancy/50615830	hh.ru		
767	Финансовый аналитик	https://spb.hh.ru/vacancy/50839027	hh.ru		
768	Веб-аналитик	https://spb.hh.ru/vacancy/51112783	hh.ru		
769	Инвестиционный аналитик	https://spb.hh.ru/vacancy/51091934	hh.ru		
770	Специалист по анализу продаж (аналитик)	https://spb.hh.ru/vacancy/51052906	hh.ru		
771	Категорийный менеджер/Аналитик	https://spb.hh.ru/vacancy/50657372	hh.ru		55000
772	Аналітик бази даних	https://spb.hh.ru/vacancy/51428989	hh.ru		
773	Бизнес-аналитик	https://spb.hh.ru/vacancy/51487191	hh.ru		
774	Аналитик по планированию поставок	https://spb.hh.ru/vacancy/51108094	hh.ru	150000	
775	Маркетолог-аналитик	https://spb.hh.ru/vacancy/51181365	hh.ru		
776	Системный аналитик	https://spb.hh.ru/vacancy/51244347	hh.ru		
777	Аналитик на мобильное приложение	https://spb.hh.ru/vacancy/51710579	hh.ru		
778	Консультант-аналитик 1C	https://spb.hh.ru/vacancy/51624318	hh.ru		
779	Аналитик	https://spb.hh.ru/vacancy/50720006	hh.ru	120000	
780	Бизнес-аналитик	https://spb.hh.ru/vacancy/50534565	hh.ru	46000	
781	Аналитик по ассортименту	https://spb.hh.ru/vacancy/50594468	hh.ru	40000	
782	Ведущий специалист по анализу и планированию/ Аналитик	https://spb.hh.ru/vacancy/51038665	hh.ru	2300	
783	Аналитик CRM	https://spb.hh.ru/vacancy/51652613	hh.ru		
784	Веб-аналитик	https://spb.hh.ru/vacancy/47031645	hh.ru		
785	Маркетолог-аналитик	https://spb.hh.ru/vacancy/50795692	hh.ru		
786	Ведущий BPM аналитик (ELMA)	https://spb.hh.ru/vacancy/49868030	hh.ru		
787	Аналитик	https://spb.hh.ru/vacancy/47295000	hh.ru	110000	
788	Аналитик	https://spb.hh.ru/vacancy/51037154	hh.ru		
789	Системный аналитик	https://spb.hh.ru/vacancy/51005757	hh.ru		350000
790	HR analyst / HR-аналитик	https://spb.hh.ru/vacancy/51484836	hh.ru		
791	Бизнес-аналитик (ТМS)	https://spb.hh.ru/vacancy/49740402	hh.ru		
792	Системный Аналитик	https://spb.hh.ru/vacancy/50921582	hh.ru		
793	Экономист-аналитик	https://spb.hh.ru/vacancy/51541578	hh.ru	50000	
794	Аналитик	https://spb.hh.ru/vacancy/49554850	hh.ru		
795	Системный аналитик	https://spb.hh.ru/vacancy/50865272	hh.ru		
796	Системный аналитик	https://spb.hh.ru/vacancy/50765156	hh.ru		100000
797	Системный аналитик	https://spb.hh.ru/vacancy/51415468	hh.ru		
798	Бизнес-аналитик	https://spb.hh.ru/vacancy/50079781	hh.ru		
799	Ведущий аналитик	https://spb.hh.ru/vacancy/51353985	hh.ru		
